EID,type,material,stress_landing,stress_taxi,stress_lateral,stress_vertical,stress_pressurization,life,log_life
4917,skin,2,6.564253,2.533634,8.62939,8.121227,8.360878,27.145032266125,1.4336903622190593
4918,skin,2,6.354531,2.396376,7.157454,6.702732,6.764015,115.456041454375,2.062416663122833
4919,skin,2,5.751972,2.145111,8.622956,8.261912,8.540029,24.068256897625,1.3814446383782653
4920,skin,2,5.517992,1.996477,7.045518,7.098555,7.019381,82.993395210375,1.919043531679413
4921,skin,2,4.618656,1.753934,7.377142,7.240522,7.414843,60.881565254,1.7844858095384095
4922,skin,2,4.376305,1.57423,5.736957,5.598521,5.777323,496.45312617375,2.6958782498000087
4923,skin,1,3.868031,1.39626,7.607308,7.298009,7.71792,46.58729429825,1.6682674881803092
4924,skin,1,3.548001,1.226888,6.572132,6.491902,6.819128,123.831815060875,2.092832238628133
4925,skin,1,3.062241,1.016387,8.035311,7.667394,8.318262,28.541527554,1.45547721301548
4926,skin,1,2.8858,0.834209,7.301425,7.212611,7.792188,46.041897482375,1.6631532135056253
4927,skin,1,2.739612,0.722426,8.804164,8.403431,9.146332,15.67098795625,1.1950963768401646
4928,skin,1,2.693972,0.507044,8.966456,8.769902,9.213634,14.17331404075,1.151471409974387
4929,skin,1,2.394882,0.409231,9.400865,9.139926,9.89268,10.091798704925,1.0039685793195587
4930,skin,1,2.438037,0.180224,9.952676,9.608764,10.0905,8.1074640816125,0.9088850333003547
4931,skin,1,2.378371,0.23283,10.39313,10.12918,10.65027,6.42938509965,0.80816943939411
4932,skin,1,2.187905,-0.0577714,10.50145,10.22104,10.49691,6.103905343625,0.7856077901728913
4933,skin,1,2.200368,0.132751,10.78442,10.62758,10.94817,5.3306113687375,0.7267770211921623
4934,skin,1,2.107358,-0.0734687,10.63076,10.50418,10.61495,5.6443583293125,0.7516145769290987
4935,skin,1,1.443649,0.0209137,8.306913,8.169082,8.649241,20.29276691175,1.3073412669731501
4936,skin,1,1.592307,-0.175967,8.032638,8.01848,7.914974,25.324063587375,1.4035333953411178
4937,skin,1,1.282287,-0.00369097,8.980401,9.006821,9.135839,12.643400968125,1.1018639112105133
4938,skin,1,1.385472,-0.203575,7.364285,7.483116,7.351695,38.47374197075,1.5851644280072532
4939,skin,1,1.241615,-0.0311629,6.366835,6.536901,6.460839,110.354078098875,2.0427883870048102
4940,skin,1,1.502476,-0.117516,6.781423,7.091852,6.697744,63.692625344,1.8040891504230077
4941,skin,1,0.802173,-0.0214234,3.211005,3.386767,3.259993,22837.39581175,4.358646579036663
4942,skin,1,0.774108,-0.0368132,3.201592,3.383955,3.238477,18461.467118625,4.266266211110537
4943,skin,1,0.917901,0.0981338,3.703279,3.968279,3.578285,8867.942366675,3.947822861943989
4944,skin,1,0.837736,0.116561,2.432888,2.663883,2.513871,137565.78838125,5.138510441424089
4945,skin,1,0.211996,0.0347312,1.083228,1.097906,1.419294,64800530.5945,7.811578561940347
4946,skin,1,0.342194,0.112276,1.853703,1.926964,2.057609,1675841.76155,6.224233008727408
4947,skin,1,0.0210406,-0.0213376,-0.310605,-1.209278,0.627535,9701609.5729,6.986843793094938
4948,skin,1,0.149984,0.0603034,1.665097,1.525518,2.090902,3348081.554875,6.5247960282939825
4949,skin,1,0.195132,0.0642318,1.150462,0.712962,1.813095,7021271.3350375,6.8464157565459365
4950,skin,1,0.0289027,-0.00794649,1.3118,0.721913,1.86208,3222634.054025,6.508210992033953
4951,skin,1,0.153905,-0.0110469,1.538561,1.380672,1.846627,10438263.5512875,7.018628257974978
4952,skin,1,-0.0240294,-0.0323199,0.881792,0.00194904,1.393317,7966565.5223,6.901271132414354
4953,skin,2,9.161372,4.326196,13.78526,12.93523,11.23987,2.6992605353,0.43124480511313995
4954,skin,2,8.887254,4.206474,13.96444,13.18816,12.21048,2.4824972295125,0.394888772491445
4955,skin,2,8.960592,4.225638,13.35108,12.68765,10.72852,3.2377469231625,0.5102428993372324
4956,skin,2,8.931161,4.229004,13.25054,12.65539,11.04329,3.449063288475,0.5377011635130224
4957,skin,2,8.904943,4.192755,12.65448,12.08178,10.15688,4.3399907537125,0.6374888042553869
4958,skin,2,8.907619,4.192639,13.25069,12.21495,11.4206,3.4480377693875,0.5375720143878079
4959,skin,2,9.024994,4.231542,12.94351,12.02114,10.59866,3.959409074375,0.5976303740850785
4960,skin,2,8.902976,4.147819,11.87901,10.92002,10.11847,6.458760344,0.8101491700967447
4961,skin,2,8.827575,4.076441,10.82701,10.2221,9.679001,9.4025236364375,0.973244433842533
4962,skin,2,9.292296,4.442485,10.82718,10.11931,8.995416,11.6822800709,1.067527613801328
4963,skin,2,8.735705,3.923253,9.916395,9.244218,8.110923,18.398519549875,1.2647828785971942
4964,skin,2,8.655329,3.682171,10.06448,9.527752,9.557338,11.4588658699625,1.059141635886965
4965,skin,2,8.654428,3.710463,9.707683,9.172795,8.508915,17.42348984425,1.241135146555944
4966,skin,2,8.320105,3.406276,8.941944,8.624928,8.782179,19.284904853,1.2852175005046789
4967,skin,2,8.127185,3.332931,8.23997,7.866732,7.591334,41.178295513875,1.6146683659770378
4968,skin,2,7.638633,3.005638,8.37117,8.200484,8.475105,24.634699760375,1.3915472736047587
4969,skin,2,7.358745,2.893615,7.361004,7.112447,7.018045,79.40001729275,1.8998205970133062
4970,skin,2,6.808998,2.598962,8.222656,8.149668,8.371774,26.81558300325,1.4283872434897265
4971,skin,2,6.478417,2.470793,6.837779,6.721857,6.763137,118.046049366375,2.0720514571742266
4972,skin,2,5.955894,2.230288,8.234383,8.283254,8.553098,22.95992257875,1.3609704192800147
4973,skin,2,5.650082,2.085732,7.107253,7.126771,7.02351,79.66692178325,1.9012780369675584
4974,skin,2,4.923285,1.856646,7.056046,7.257092,7.420708,53.190417871375,1.7258334022122785
4975,skin,2,4.5149,1.689526,5.466242,5.628665,5.784922,437.63832495625,2.6411153471192668
4976,skin,1,3.963867,1.524747,7.025474,7.300485,7.722478,37.508834223125,1.5741335664612628
4977,skin,1,3.600339,1.365253,6.256907,6.51097,6.82406,89.01951342575,1.9494852161306269
4978,skin,1,3.032857,1.163313,7.30664,7.66361,8.322914,20.529894227875,1.3123867118465509
4979,skin,1,2.792277,0.985929,6.949655,7.216877,7.797657,31.91707029225,1.504023020075208
4980,skin,1,2.603305,0.865567,7.935787,8.396792,9.14684,11.2986583380375,1.0530268761400081
4981,skin,1,2.500807,0.644331,8.401307,8.772814,9.207766,11.37049775415,1.0557794767500968
4982,skin,1,2.110514,0.531278,8.765132,9.136657,9.89733,7.717506403825,0.8874769985227376
4983,skin,1,2.05912,0.309261,9.151763,9.612646,10.0818,6.6833375393125,0.8249933955482047
4984,skin,1,1.879014,0.332735,9.702047,10.12026,10.64302,5.193204210675,0.7154354005510661
4985,skin,1,1.632731,0.0548838,9.842378,10.23106,10.48345,5.2865472131125,0.7231721151587336
4986,skin,1,1.550023,0.210389,10.28075,10.62875,10.94213,4.4908097318875,0.6523246551202043
4987,skin,1,1.407328,0.011944,10.27806,10.51832,10.60454,5.03201294205,0.7017417494192616
4988,skin,1,0.747835,0.0760487,7.854653,8.161628,8.642358,14.697041723375,1.1672299270946707
4989,skin,1,0.849372,-0.114864,7.906482,8.035797,7.907849,21.91694106575,1.3407799398228961
4990,skin,1,0.718706,0.0205132,8.943414,9.014839,9.130527,11.872747449375,1.0745512298251836
4991,skin,1,0.722408,-0.169787,7.527142,7.503462,7.347219,37.721018819875,1.5765834142316302
4992,skin,1,0.797388,-0.0262707,6.636024,6.552513,6.45665,122.06290504775,2.0865837017765143
4993,skin,1,0.979813,-0.112362,7.35522,7.12134,6.696771,67.724896855375,1.830748352277733
4994,skin,1,0.590033,-0.0284904,3.528398,3.397831,3.257095,24709.318591125,4.392860769028354
4995,skin,1,0.543275,-0.0472077,3.606583,3.40252,3.236435,22258.912204375,4.347503936495504
4996,skin,1,0.719752,0.0863187,4.228584,3.984448,3.578524,7799.6790564125,3.8920767325755157
4997,skin,1,0.726531,0.0990662,2.949825,2.679151,2.511435,146526.0972525,5.165914982255818
4998,skin,1,0.211412,0.0254855,1.22901,1.096406,1.410559,54629538.862375,7.737427534573318
4999,skin,1,0.319939,0.102096,2.081685,1.927703,2.052277,1846476.2365625,6.266343722820365
5000,skin,1,0.0367687,-0.0250523,-1.210818,-1.228534,0.614448,8135118.8015,6.910363899554273
5001,skin,1,0.147243,0.0582325,1.556285,1.520905,2.081992,2271270.7633375,6.356268910535874
5002,skin,1,0.192376,0.0689305,0.790572,0.721126,1.807091,5243488.780675,6.719620343095362
5003,skin,1,0.0483776,-0.00210771,0.901717,0.74402,1.885493,2333019.2786375,6.367918327551271
5004,skin,1,0.129723,-0.0147598,1.410308,1.366616,1.836262,6343288.7516875,6.802314481287144
5005,skin,1,0.0103587,-0.0408242,-0.12796,-0.0871765,1.359733,6586969.863375,6.8186856764671875
5006,skin,2,8.515191,4.05183,14.19135,14.35723,11.63506,2.014595938625,0.30418795408891774
5007,skin,2,8.834291,4.182324,13.89569,13.98171,11.54818,2.3315972462875,0.36765353372801735
5008,skin,2,8.592369,4.078102,13.61373,13.6804,11.26156,2.58994177885,0.41329000137531585
5009,skin,2,8.80719,4.144603,13.092,13.44401,10.91878,2.9164972061,0.46486156472765455
5010,skin,2,8.433291,4.009108,12.60217,12.95736,10.56082,3.430627886675,0.5353736135595385
5011,skin,2,8.982373,4.173286,12.72004,13.28402,10.7235,3.1594273018375,0.49960836673464687
5012,skin,2,8.457912,4.020003,12.29401,12.68866,10.34059,3.9407579117125,0.5955797561452958
5013,skin,2,9.028236,4.155701,11.76004,11.82261,9.195782,6.231017315875,0.7945589581522919
5014,skin,2,8.472286,3.958747,10.19585,11.95135,8.805294,5.803564834775,0.7636948405435733
5015,skin,2,9.808001,4.590559,9.25805,10.85226,7.57559,12.1024122627,1.0828719428755493
5016,skin,2,8.159254,3.722914,8.713161,9.751369,6.586145,21.66517122425,1.335762125701485
5017,skin,2,9.70773,4.031938,9.483532,8.543954,7.075219,33.22671796675,1.5214874451208908
5018,skin,2,8.208552,3.46607,7.63447,8.789077,5.603695,44.77098684875,1.6509966672725027
5019,skin,2,9.207715,3.629312,8.304488,6.160301,5.879965,97.080540214125,1.9871321843405807
5020,skin,2,7.653731,3.143571,6.285809,7.230839,3.912716,197.4945103625,2.295555028304714
5021,skin,2,8.423295,3.162638,7.339309,5.016309,5.075679,266.30894966625,2.4253857617275485
5022,skin,2,6.934345,2.789977,5.26533,6.344008,3.086911,500.26929305625,2.6992038463463284
5023,skin,2,7.431479,2.658623,6.138124,3.659302,4.108158,1161.19420159375,3.0649048585219116
5024,skin,2,6.206311,2.415857,4.702114,5.577754,2.845399,1149.34536582125,3.0604505490824487
5025,skin,2,6.333999,2.178095,5.727339,3.177541,4.090669,1991.0923717,3.2990914084900043
5026,skin,2,5.404376,2.024082,5.052827,5.842949,3.838289,624.66482391625,2.795647050672783
5027,skin,2,4.886121,1.759584,4.514632,2.558985,3.430222,14507.018212875,4.161578156285387
5028,skin,2,4.316141,1.640504,4.57509,4.787437,3.942957,2414.24840745,3.382781953596665
5029,skin,1,3.980623,1.373996,5.2612,3.27881,4.570348,2683.095643,3.4286361540311616
5030,skin,1,3.645924,1.291997,5.362623,5.406017,5.068206,722.391990365,2.8587729220236566
5031,skin,1,3.257779,1.098814,6.128741,4.466584,6.055248,414.52908958125,2.617555012573461
5032,skin,1,3.139227,0.997804,6.780598,6.61491,6.739796,103.618670194625,2.015438014405047
5033,skin,1,2.654608,0.757213,6.472662,5.258987,7.056557,126.00117391875,2.100374591340264
5034,skin,1,2.766514,0.601326,8.861013,8.492737,8.706073,16.8828677955,1.2274462196578038
5035,skin,1,2.199559,0.429272,6.74123,6.15972,7.746763,62.666422009625,1.7970348990108698
5036,skin,1,2.554017,0.336867,10.55179,10.119,10.31993,6.4126961335875,0.8070406613061704
5037,skin,1,2.122499,0.232632,7.562266,6.96839,7.877447,38.673959697125,1.587418640306128
5038,skin,1,2.248901,0.0790391,11.82934,11.53218,11.52482,3.5593134073375,0.5513662305114635
5039,skin,1,1.904986,0.0306908,7.690353,7.288027,7.614715,35.960237196,1.5558225477045222
5040,skin,1,2.147011,-0.0262025,11.86077,11.72337,11.48732,3.4705857514,0.5404027794399343
5041,skin,1,1.362826,-0.0501298,6.000919,5.711797,5.975791,229.79281662375,2.361336448419161
5042,skin,1,1.751004,-0.102947,10.76398,10.7379,10.38126,5.4699456841125,0.7379830138640817
5043,skin,1,0.993934,-0.147612,5.744952,5.586496,5.789271,262.64230809125,2.419364686302494
5044,skin,1,1.605231,-0.138072,9.427115,9.520516,9.097034,10.11467964925,1.0049521324092283
5045,skin,1,0.784317,-0.159859,4.561606,4.493052,4.616016,1292.1041635,3.111297525895746
5046,skin,1,1.420359,-0.0710429,8.077371,8.246579,7.834848,22.86324695725,1.3591379074013747
5047,skin,1,0.308045,-0.0793687,1.684857,1.527722,1.996901,1399523.7617125,6.145980276502083
5048,skin,1,1.00184,0.0715653,5.266759,5.396445,5.26623,524.74777466375,2.719950605513984
5049,skin,1,0.301833,0.030251,1.231077,0.989481,1.755757,7853927.852125,6.8950869074299534
5050,skin,1,0.75915,0.145091,3.3291,3.340955,3.620263,15331.77734075,4.185592503486972
5051,skin,1,0.0307891,0.0387798,0.674218,0.219186,1.426421,139900057.8075,8.145817893944814
5052,skin,1,0.309348,0.108976,2.011515,1.704084,2.697258,484302.87708625,5.685117049056803
5053,skin,1,-0.0696346,-0.0523788,0.904358,-0.0871456,1.80255,5758674.910325,6.760322562357482
5054,skin,1,-0.396314,-0.154963,1.165508,0.243942,1.885653,3808080.004875,6.5807060640062245
5055,skin,1,-0.277704,-0.133106,1.307534,0.0728109,2.024401,1177887.77893375,6.071103915823396
5056,skin,1,-0.473875,-0.20822,1.435919,0.26145,1.985968,824751.17541625,5.916322943164246
5057,skin,1,0.131337,0.0300144,1.09116,0.0469971,1.974216,7768759.3553625,6.890351668975887
5058,skin,1,-0.431358,-0.189991,1.996711,0.979822,2.458017,169092.225995,5.22812364139382
5059,skin,2,8.635925,4.100593,15.02491,14.50863,11.65164,1.7369537974125,0.23978826646340956
5060,skin,2,8.714187,4.147903,14.57118,14.00628,11.63161,2.0881634755,0.31976449515803174
5061,skin,2,8.581971,4.073192,14.26799,13.71956,11.20331,2.2767925169375,0.35732345536051296
5062,skin,2,8.673413,4.112168,14.20902,13.46289,10.96935,2.444374913875,0.3881678179942932
5063,skin,2,8.447346,3.99665,13.67965,12.96093,10.54379,2.8893293403375,0.46079704774217367
5064,skin,2,8.842094,4.155497,14.37253,13.38972,10.768,2.4838292949875,0.3951217449697326
5065,skin,2,8.54265,4.010939,13.64953,12.71379,10.31763,3.205547447525,0.5059022095603475
5066,skin,2,8.933283,4.151273,12.94366,11.96818,9.216259,4.588531742875,0.6616737404443629
5067,skin,2,8.485803,3.948068,12.95308,12.06229,8.796629,4.3691716078,0.6403991028136996
5068,skin,2,9.431333,4.586716,11.8919,10.97898,7.543814,8.00387006675,0.9033000297703307
5069,skin,2,8.393352,3.755035,10.67443,9.894457,6.574072,13.966258349,1.1450800713944835
5070,skin,2,9.278824,4.05055,9.720859,8.697925,7.049325,26.471707603125,1.4227819571190576
5071,skin,2,8.310483,3.494996,9.739182,8.952435,5.58734,24.731211371,1.3932453892628844
5072,skin,2,8.845335,3.660775,6.794324,6.256999,5.878414,193.70891882875,2.287149617151426
5073,skin,2,7.858292,3.176554,7.858881,7.39551,3.907105,93.803337213625,1.9722182894204363
5074,skin,2,8.178228,3.20574,4.316532,5.089375,5.093091,576.102499615,2.760499759563701
5075,skin,2,7.252118,2.829514,6.628924,6.490178,3.091823,275.68035538875,2.44040581996783
5076,skin,2,7.265082,2.717762,2.815009,3.750088,4.13935,2465.41980205,3.3918908798772454
5077,skin,2,6.535747,2.467393,5.576115,5.703215,2.845701,796.97309966625,2.9014436628469653
5078,skin,2,6.212941,2.255996,2.364616,3.263235,4.12532,3723.785296425,3.5709846327642096
5079,skin,2,5.757195,2.086568,5.649609,5.941087,3.83372,526.98291655,2.7217965367147814
5080,skin,2,5.06116,1.855429,2.276443,2.655265,3.450141,15931.77483825,4.202264159951917
5081,skin,2,4.72035,1.727636,4.442664,4.87746,3.945604,2374.0844100125,3.375496156131184
5082,skin,1,4.054036,1.491608,2.729366,3.274087,4.582088,1473.126205875,3.168239955374309
5083,skin,1,3.994603,1.395401,4.904195,5.474648,5.067813,644.440578335,2.8091828787244206
5084,skin,1,3.317052,1.227472,3.682791,4.436375,6.059575,145.0009377475,2.1613708109056486
5085,skin,1,3.363547,1.11277,5.984033,6.654355,6.736676,70.684928958625,1.849326825850239
5086,skin,1,2.562639,0.883899,4.376634,5.218313,7.055097,47.808854479875,1.6795083379432434
5087,skin,1,2.789575,0.703928,7.850101,8.516848,8.695086,14.472067497875,1.1605305794105116
5088,skin,1,1.905636,0.541536,5.359887,6.148189,7.742377,27.99597270325,1.4470955613939678
5089,skin,1,2.395522,0.438858,9.569299,10.14015,10.30484,5.903626741025,0.7711188912544146
5090,skin,1,1.60528,0.339784,6.143908,6.972368,7.861449,21.050726277,1.3232670841456635
5091,skin,1,1.861453,0.176676,11.14242,11.55351,11.51024,3.3729565394875,0.5280107453450392
5092,skin,1,1.160508,0.130338,6.642423,7.30242,7.598746,21.886424539125,1.3401748191395322
5093,skin,1,1.557244,0.0591101,11.49185,11.75241,11.4764,3.3248824899875,0.5217763008115074
5094,skin,1,0.562998,0.026105,5.161271,5.718585,5.963371,86.61637097925,1.9375999838650466
5095,skin,1,1.004817,-0.0441314,10.59263,10.76126,10.37475,5.097008351075,0.7073153451490022
5096,skin,1,0.151709,-0.102673,5.233039,5.593769,5.779147,109.658734190625,2.040043228441502
5097,skin,1,0.817198,-0.118693,9.57237,9.548681,9.093575,9.8674553392875,0.9942051694283442
5098,skin,1,0.16759,-0.145719,4.406384,4.510928,4.608356,861.79967335375,2.9354063251425893
5099,skin,1,0.821765,-0.0779683,8.482237,8.280054,7.833455,24.065368780125,1.3813925212365714
5100,skin,1,0.151151,-0.0907784,1.534324,1.536915,1.987227,838167.2194475,5.923330671659537
5101,skin,1,0.71684,0.050074,5.671049,5.420799,5.263775,607.3161538325,2.7834148329536412
5102,skin,1,0.326516,0.00730094,1.116955,0.990433,1.744259,4319790.0150625,6.635462636278777
5103,skin,1,0.698495,0.122741,3.61075,3.352062,3.614529,17217.159172875,4.23596149454368
5104,skin,1,0.15754,0.02341,0.304237,0.199805,1.411348,36097970.666375,7.557482787690483
5105,skin,1,0.341557,0.0960599,1.892468,1.689219,2.686354,318727.79995375,5.503419944992296
5106,skin,1,-0.0511947,-0.0547178,-0.09101,-0.0897544,1.799358,1840867.257775,6.265022473297994
5107,skin,1,-0.238737,-0.167776,0.290787,0.220868,1.902084,1804662.93755,6.256396099298978
5108,skin,1,-0.195247,-0.139551,0.195131,0.052754,2.055753,691384.35949,5.839719550699565
5109,skin,1,-0.224073,-0.218401,0.478523,0.259615,2.035944,548217.78089625,5.738953117339731
5110,skin,1,0.174192,0.022948,-0.0673379,-0.0153341,1.967101,1450209.932,6.161430875138296
5111,skin,1,-0.341639,-0.2031,0.957734,0.937253,2.492346,130556.30532875,5.11579785128999
5112,skin,2,8.043393,3.821777,14.40332,13.35007,11.60164,2.1712885455,0.3367175412763931
5113,skin,2,8.24817,3.931204,13.96003,13.01342,11.69375,2.4519098686625,0.3895045016286101
5114,skin,2,8.045252,3.812601,13.69366,12.56973,11.30636,2.797329048675,0.44674355525913156
5115,skin,2,8.002429,3.808708,13.93081,12.9193,11.28094,2.5727759275625,0.41040196356723724
5116,skin,2,8.00812,3.766058,13.40523,12.22599,11.02613,3.148352263225,0.4980833188000571
5117,skin,2,8.094038,3.825243,14.54496,13.431,11.51023,2.2065727970875,0.3437182598375428
5118,skin,2,8.187045,3.802875,13.8997,12.53843,11.30865,2.8392112582625,0.453197708441391
5119,skin,2,7.986892,3.76933,13.72195,12.47114,10.30411,3.2274003798875,0.5088528457849768
5120,skin,2,7.428938,3.468595,13.67676,12.19291,10.12871,3.6619860803625,0.5637166891646821
5121,skin,2,7.009678,3.742196,12.98809,11.60349,8.526178,5.6782797554375,0.7542167853807195
5122,skin,2,7.98764,3.486557,11.55019,9.966085,8.585818,9.126255346075,0.9602926158545629
5123,skin,2,7.830892,3.429612,10.73005,9.07789,7.262348,15.54796432425,1.191673535445263
5124,skin,2,8.296167,3.397524,10.77261,8.892219,7.99177,14.022575414125,1.1468277843456849
5125,skin,2,7.279089,3.16201,8.470659,7.021935,5.137872,82.896378515375,1.9185355579912433
5126,skin,2,7.728197,3.101125,9.05489,7.077197,6.441292,42.99117488225,1.6333793138749946
5127,skin,2,6.565304,2.849221,6.821873,6.405109,3.478574,370.06630770875,2.568279547018249
5128,skin,2,6.940175,2.729929,7.853411,5.783288,5.406956,124.86743806525,2.0964492012862936
5129,skin,2,5.899437,2.557336,6.205956,6.340716,3.28181,371.45695144375,2.5699084901457807
5130,skin,2,6.002816,2.388987,6.71915,4.694405,4.3116,504.6002116875,2.7029474283747654
5131,skin,2,5.260471,2.270799,6.345457,6.829672,4.407749,156.1210258975,2.1934613964406187
5132,skin,2,5.209273,2.04356,6.140103,4.054057,4.169663,1003.31842113875,3.001438786058285
5133,skin,2,4.466628,1.936044,5.502391,5.616673,4.138468,624.41875945625,2.7954759421257247
5134,skin,2,4.121212,1.772047,4.883748,4.341073,3.819363,3331.91847785,3.522694366968538
5135,skin,1,3.917163,1.680381,6.775049,6.885708,5.836864,95.6539532375,1.9807029234877638
5136,skin,1,3.477621,1.47784,5.598139,5.467439,5.34652,451.95323183125,2.6550934962970434
5137,skin,1,3.297155,1.289876,8.163877,8.066182,7.666615,25.573537406875,1.4077908050709202
5138,skin,1,2.87207,1.142548,7.012668,6.813104,7.263372,57.76980670925,1.7617009144473055
5139,skin,1,3.046608,1.018524,9.548952,9.314542,9.07763,10.6005574347,1.0253287034203264
5140,skin,1,2.444183,0.826438,8.498212,8.164454,8.963078,16.66494368525,1.2218038504162008
5141,skin,1,2.600494,0.572454,10.21988,9.999124,9.970967,7.1018208638375,0.851369713469953
5142,skin,1,2.199317,0.493858,9.349858,9.07355,9.946213,9.6394678463375,0.9840530590295563
5143,skin,1,2.433007,0.248348,10.48521,10.23502,10.11334,6.3045971098125,0.7996573385576524
5144,skin,1,1.903615,0.195943,8.910655,8.699366,9.684917,11.9017399813875,1.0756104579534664
5145,skin,1,2.053581,-0.0426172,8.915846,8.773067,8.731629,14.04904315525,1.1476467465510096
5146,skin,1,1.831087,0.011465,9.003401,8.9582,9.4821,11.6053029057625,1.0646564803011482
5147,skin,1,1.625656,-0.202149,7.699355,7.630043,7.429315,34.337119559125,1.5357638606546684
5148,skin,1,1.398014,-0.116649,6.372126,6.31724,7.14634,101.644872522125,2.007085475531729
5149,skin,1,1.493036,-0.338312,5.523653,5.564778,5.33346,382.49517913375,2.5826259657934156
5150,skin,1,1.222659,-0.182904,4.674986,4.774202,5.291397,1017.74263343375,3.0076379675774487
5151,skin,1,1.322649,-0.281231,4.816415,4.81902,4.539787,1171.87761368375,3.0688822580325925
5152,skin,1,1.056408,-0.11616,2.965665,3.077001,3.097657,32202.8790135,4.507894700384745
5153,skin,1,1.025023,-0.139247,4.906202,4.796104,4.896318,1119.89465457125,3.0491771716968192
5154,skin,1,0.776291,0.0302667,2.527982,1.22727,3.666443,95748.2547125,4.981130866446001
5155,skin,1,0.43527,-0.0447005,1.346845,0.931351,1.919048,6692210.174175,6.825569571867629
5156,skin,1,0.634352,0.115458,1.028948,0.59484,1.90622,32256983.35775,7.508623750147136
5157,skin,1,0.146567,0.0107564,0.807022,0.291749,1.596671,70453432.94125,7.847902159562021
5158,skin,1,0.136271,0.0525544,1.720917,1.133181,2.563491,1101320.64472875,6.041913780336643
5159,skin,1,-0.141312,-0.0777504,1.194219,-0.0441584,2.205154,1655912.8036875,6.2190374641672275
5160,skin,1,-0.255207,-0.160383,0.660262,-0.0692428,1.553087,11294806.70585,7.052878803003081
5161,skin,1,-0.394957,-0.190215,1.214614,0.2007,1.97597,1895729.494725,6.277776367110956
5162,skin,1,-0.322217,-0.19803,1.176937,0.15183,1.88823,1847719.63095,6.266636072961547
5163,skin,1,0.0501955,-0.00837604,1.639342,0.82001,2.51742,1148540.116755,6.060146169040016
5164,skin,1,-0.478426,-0.211624,2.822492,1.94801,3.341142,25545.676083625,4.407317401068084
5165,skin,2,7.998554,3.819669,12.8278,13.34821,11.61044,2.61297236265,0.41713481622863613
5166,skin,2,8.169855,3.886631,13.65901,13.07642,11.77628,2.6075865026125,0.4162387243791624
5167,skin,2,8.00166,3.795178,12.45532,12.64291,11.27751,3.324999744425,0.5217916162572237
5168,skin,2,8.030748,3.790961,12.91913,13.00257,11.34173,2.8814192212125,0.4596064489135888
5169,skin,2,7.953151,3.726197,11.61967,12.23304,11.0322,3.8062292292625,0.5804949400219307
5170,skin,2,8.123856,3.800561,13.09457,13.49562,11.56807,2.50759527165,0.3992574422571073
5171,skin,2,8.146657,3.783569,12.08411,12.46182,11.30702,3.456231008675,0.5386027622906363
5172,skin,2,8.154502,3.773283,11.87953,12.33504,10.25348,4.1621856858875,0.6193214513098824
5173,skin,2,7.700559,3.483835,11.05914,12.03901,10.05499,4.881757606475,0.688576211626889
5174,skin,2,7.608308,3.782367,10.5447,11.49819,8.444629,8.0282973183625,0.9046234476885421
5175,skin,2,8.09829,3.520975,8.910668,9.908765,8.534593,13.404092633375,1.127237420507951
5176,skin,2,8.07063,3.474993,8.630902,9.084651,7.227781,25.975235002625,1.4145594853873127
5177,skin,2,8.227661,3.429347,7.766227,8.903527,7.980441,21.2261749995,1.3268717404554398
5178,skin,2,7.721693,3.205843,7.172063,7.156785,5.147731,167.37210593625,2.22368308061434
5179,skin,2,7.817406,3.135484,5.912367,7.148593,6.466375,82.5404400515,1.9166667799209554
5180,skin,2,7.204169,2.891067,6.544044,6.532445,3.505607,277.1287397375,2.4426815667861486
5181,skin,2,7.15538,2.773552,4.567464,5.884396,5.454674,311.09850383875,2.492897922467953
5182,skin,2,6.648298,2.603992,6.221779,6.452752,3.26449,273.98042922625,2.437719541715996
5183,skin,2,6.377868,2.447565,3.408308,4.826113,4.370039,1377.1340694125,3.1389762225893145
5184,skin,2,6.039005,2.32981,6.53916,6.926935,4.390616,132.35630840875,2.1217446456133264
5185,skin,2,5.495091,2.125368,2.656602,4.191862,4.22106,2185.826235625,3.33961563432516
5186,skin,2,5.168273,2.019954,5.05645,5.706922,4.127652,657.5477374825,2.817927287766575
5187,skin,2,4.635452,1.869283,3.644706,4.434955,3.818513,4227.4413860375,3.6260775947684314
5188,skin,1,4.574947,1.777578,6.225463,6.964538,5.833602,100.36098687275,2.001564923181457
5189,skin,1,3.785889,1.597223,4.603531,5.524637,5.342016,313.77251516375,2.4966148989848493
5190,skin,1,3.799492,1.409158,7.338481,8.132045,7.666103,25.077484749,1.3992839749653192
5191,skin,1,3.077154,1.276285,5.975857,6.843973,7.259711,34.6005542255,1.5390830552999628
5192,skin,1,3.442728,1.139651,8.630036,9.381674,9.075064,10.240115123225,1.010304839169139
5193,skin,1,2.509948,0.947393,7.440671,8.188764,8.957026,11.6458061251,1.0661695558647333
5194,skin,1,2.677092,0.685998,9.426142,10.05517,9.965393,6.5636207541625,0.8171434795820417
5195,skin,1,2.046853,0.607116,8.50841,9.089722,9.939349,7.0906943944625,0.8506887678934092
5196,skin,1,2.19228,0.363049,9.640961,10.28343,10.10437,5.616926002775,0.7494987025305527
5197,skin,1,1.469569,0.299864,8.179979,8.693331,9.677516,8.001545144125,0.903173859838381
5198,skin,1,1.477789,0.0774054,8.269314,8.808591,8.723221,10.673658626675,1.0283133087428056
