EID,type,material,stress_landing,stress_taxi,stress_lateral,stress_vertical,stress_pressurization,life,log_life
1,skin,1,-0.160388,-0.148503,1.804565,1.24634,2.832018,58204.45143525,4.764956200454657
2,skin,2,11.40372,4.825349,11.83136,12.24992,9.349614,3.7729881410375,0.5766854401625463
3,skin,2,11.49012,4.799707,10.22018,10.51033,8.728369,10.5341425623375,1.0225991915245518
4,skin,2,11.79638,4.957905,10.90236,10.82325,7.964283,7.24389824,0.8599723408528315
5,skin,2,10.87726,4.495966,10.18777,10.85074,8.749962,7.8706708546,0.8960117509148563
6,skin,2,12.04096,4.989438,11.2724,12.42691,8.466211,3.967819991475,0.5985519612436324
7,skin,2,10.13222,4.152153,9.66084,10.82732,9.074731,8.9389675647625,0.951287361433593
8,skin,2,11.32024,4.637455,11.45687,12.55137,8.815683,3.799708662875,0.5797502989967471
9,skin,2,10.37811,4.185674,11.91482,12.39485,10.81365,3.76098730355,0.5753018673209681
10,skin,2,11.15407,4.490624,12.58342,13.0424,10.01365,2.965571104625,0.4721083414450803
11,skin,2,9.898782,3.909651,11.30849,12.33183,10.7938,4.1040085078,0.6132082524172986
12,skin,2,10.87909,4.250699,12.91239,13.86551,10.41972,2.2809014621875,0.35810652361395634
13,skin,2,9.336932,3.606232,11.33803,11.61102,10.38063,5.4776019487,0.7385904693629695
14,skin,2,10.40213,3.961701,12.62314,13.05623,10.16521,2.9747436605125,0.4734495476708195
15,skin,2,9.029346,3.415062,11.70872,11.26748,10.2433,6.5007836212375,0.8129657107762178
16,skin,2,10.2647,3.811996,12.7603,12.37939,9.832411,3.93881291535,0.5953653532994427
17,skin,2,9.834234,3.503522,12.03498,11.31455,9.313719,6.76000111145,0.8299467673464528
18,skin,2,10.85773,3.6207,12.25091,12.28801,9.021877,4.5815521756125,0.6610126367597179
19,skin,2,9.162554,2.774692,11.87573,12.84232,11.43364,3.2887067228875,0.5170251461154801
20,skin,2,9.407375,2.770558,12.99859,13.36252,11.43889,2.546494425275,0.40594272976609225
21,skin,2,8.006433,2.299111,11.40596,11.91633,11.37614,4.2400637181,0.6273723830576621
22,skin,2,8.606223,2.238602,12.39869,12.58472,11.49564,3.19783734835,0.5048563704450858
23,skin,2,7.110533,1.649061,9.532441,9.940394,9.368522,11.29504941735,1.05288813535691
24,skin,2,6.649931,1.463511,10.2429,10.33758,9.733223,8.4259082990625,0.9256167282980857
25,skin,1,5.475342,1.134492,8.464203,7.266358,6.639028,62.61187736,1.7966567259040271
26,skin,1,5.238011,0.717604,8.130184,6.978873,6.637328,72.8195279805,1.8622478594904188
27,skin,1,3.178346,0.433788,7.963151,6.783112,7.094047,69.949024436375,1.8447816618606758
28,skin,1,2.131122,0.0782701,7.829584,6.429192,7.070248,78.91870905075,1.8971799724655913
29,skin,1,1.685176,-0.113432,7.360595,5.917222,6.150939,169.63790342,2.229522896310947
30,skin,1,0.853602,-0.215525,7.845625,5.351923,6.360338,128.972117385,2.110495829875229
31,skin,1,0.892697,0.0231701,6.255379,4.488077,5.154089,1034.6752978525,3.014804080734476
32,skin,1,1.492958,0.107469,5.203585,4.017132,4.568335,3395.0643573625,3.5308480112475924
33,skin,1,2.516618,0.545242,5.788315,5.467773,5.819104,800.97164483125,2.903617141912837
34,skin,1,2.335019,0.413338,5.201892,4.767756,5.31153,2120.772478375,3.32649407884828
35,skin,1,2.982696,0.656303,5.367054,5.39102,6.043494,993.0973755025,2.9969918341651107
36,skin,1,3.469261,0.875389,6.886373,6.915845,7.187907,127.58298719375,2.105792766387684
37,skin,1,4.22156,1.238587,6.205336,7.020249,6.295739,149.60882053375,2.1749571991180727
38,skin,1,4.539888,1.27758,6.161263,6.985609,5.810583,170.67094576875,2.2321595951260416
39,skin,1,3.778164,1.194822,5.732972,6.85728,5.456232,202.05534025,2.3054703331773716
40,skin,1,3.644799,1.071075,5.284309,5.909547,4.878008,692.98117250125,2.840721435492197
41,skin,1,4.462765,1.361038,6.587554,7.454868,5.928392,105.2290422975,2.0221356178487033
42,skin,1,5.060893,1.497229,6.31569,7.309248,4.590997,144.43054934125,2.159659063088872
43,skin,1,4.13531,1.247775,7.232279,7.867685,5.849111,64.696001830375,1.8108774423895906
44,skin,1,3.228261,0.914606,5.976529,6.509401,5.087587,279.1400441775,2.445822142894385
45,skin,1,3.30838,0.997597,7.090037,7.509714,5.950451,82.026079637625,1.9139519553345525
46,skin,1,3.259455,1.000244,6.708879,7.044334,5.042308,141.05254105375,2.1493809143530047
47,skin,1,3.095828,1.066014,7.913221,8.148252,6.189827,41.699087558375,1.6201265520313533
48,skin,1,2.267911,0.908953,7.20458,7.261521,5.481735,82.59210368975,1.9169385280964606
49,skin,1,1.039419,0.637147,4.459018,4.354676,3.416888,4307.3025482625,3.6342053780143204
50,skin,1,0.662574,0.471242,4.413704,4.172064,3.40732,4399.1542485125,3.643369190006728
51,skin,1,0.809011,0.757185,4.910164,4.889095,3.965071,1839.247677225,3.264640216246953
52,skin,1,0.132285,-0.487317,1.423612,0.880898,1.590619,5986935.8848875,6.777204607237272
53,skin,1,0.926278,0.739698,5.427209,5.663021,4.744201,671.20109612375,2.8268526570579904
54,skin,1,0.73777,0.646118,3.027087,3.092204,2.579692,90666.685570125,4.957447739862332
55,skin,1,0.0105394,0.720383,4.165057,4.186791,3.366611,5457.913173275,3.7370266224537954
56,skin,1,0.964984,0.939002,5.797112,6.044086,5.026382,386.32744090875,2.5869555572568825
57,skin,1,-0.681808,1.321017,3.664119,3.606271,2.824253,11296.799882425,4.0529554354981485
58,skin,1,1.924053,1.21412,8.042716,8.51366,7.166557,28.95254047275,1.4616866773860666
59,skin,1,1.01096,2.0862,10.03054,10.19975,8.095355,8.92649266285,0.9506808523513313
60,skin,1,-0.110439,2.091161,9.07315,9.042932,7.284392,14.421445281375,1.1590087864772214
61,skin,1,1.082499,1.661828,9.848304,10.07409,8.552949,9.380819754725,0.97224079140654
62,skin,1,0.723179,2.252297,13.45844,13.59623,11.59724,1.9733383695375,0.2952015603780318
63,skin,1,1.761266,2.813053,13.25959,13.55777,10.96565,2.192346648575,0.34090922483995273
64,skin,1,-0.320309,2.335604,12.63378,12.6042,10.68943,2.4224078279,0.3842472612249828
65,skin,1,1.930134,2.01125,15.45061,15.70388,13.66938,1.1112738862175,0.04582110899826114
66,skin,1,0.0311611,2.482354,13.2651,13.23766,11.16416,1.9807682154625,0.29683365845876497
67,skin,1,1.605846,1.981697,15.18437,15.35146,13.37747,1.19758420257,0.07830605855917154
68,skin,1,-0.122789,2.299331,13.13212,13.12067,11.26821,2.0201294750125,0.30537920532853796
69,skin,1,1.791108,2.130962,15.1308,15.42151,13.21499,1.20230642365875,0.08001516745401131
70,skin,1,0.363127,2.34231,14.10426,14.29305,12.24962,1.473100520825,0.16823238306130184
71,skin,1,0.558914,0.882635,7.307685,7.381228,6.509482,58.480493005375,1.767011025177769
72,skin,1,-0.183359,1.548806,2.583027,2.703453,1.530845,185869.03663625,5.269207047985876
73,skin,1,-0.0388538,0.659704,2.316886,2.011293,1.559891,507436.32025125,5.705381549050823
74,skin,1,0.626499,-0.462783,1.463632,0.853704,1.494943,4181824.5033125,6.62136580302918
75,skin,1,1.011004,-1.0174,0.474799,-0.553148,0.53085,78471736.162875,7.894713261346519
76,skin,1,0.571863,0.552229,2.179601,2.457777,1.91342,651593.79034375,5.81397693685149
77,skin,1,1.013267,1.915228,4.96829,5.856819,3.427085,801.2579088075,2.903772329247004
78,skin,1,-0.208802,1.910089,5.381537,6.188843,4.077157,352.27113079,2.5468770534783465
79,skin,1,-0.639108,0.782023,3.333771,3.633459,2.985483,16179.451768625,4.208963801707974
80,skin,1,1.05657,0.24562,0.888978,0.970979,1.094852,88217266.7865,7.945553598013581
81,skin,1,-0.446313,1.352445,3.12855,3.155303,2.126072,43541.907975,4.638907455592971
82,skin,1,2.836317,0.918355,10.21454,9.991258,10.03645,9.53340435335,0.9792480137401277
83,skin,1,3.380981,0.917069,5.929222,6.388816,4.720932,346.13268172875,2.53924260716573
84,skin,1,3.210648,1.026657,7.060848,7.525303,5.842439,81.278932679375,1.9099779920055269
85,skin,2,11.39871,4.814458,11.86075,12.29853,9.309447,3.726597864,0.5713125307016788
86,skin,2,11.25042,4.769341,9.871679,10.43842,8.761159,10.3348527710375,1.0143042941049196
87,skin,2,11.60172,4.925616,10.16711,10.72635,7.959121,7.6234767586,0.8821530806193907
88,skin,2,10.69006,4.516956,10.47524,10.83877,8.76125,7.935418417225,0.8995698310910074
89,skin,2,11.9503,5.045036,11.62594,12.43717,8.461381,3.9955372806375,0.6015751872362163
90,skin,2,9.989682,4.229125,10.40037,10.90753,9.090398,8.6815377906375,0.9385966600653237
91,skin,2,11.12729,4.718536,11.79939,12.58844,8.821835,3.7803919823125,0.577536833416403
92,skin,2,10.19757,4.280837,12.08753,12.42614,10.82155,3.7404027593,0.5729183687041892
93,skin,2,10.88525,4.60299,12.42886,13.07666,10.01418,2.9687870508625,0.47257904705642784
94,skin,2,9.712285,4.025085,11.98312,12.40432,10.80298,4.0225770593625,0.6045043725063951
95,skin,2,10.53222,4.383951,13.17302,13.94051,10.42525,2.251555120525,0.35248258343167377
96,skin,2,8.967729,3.731655,11.32067,11.66411,10.37791,5.4794251766,0.7387350008703711
97,skin,2,9.749891,4.08422,12.41775,13.05453,10.07043,3.0571364484625,0.48531482292362416
98,skin,2,8.49925,3.460704,11.00819,11.31567,10.25814,6.43331674315,0.8084349343345829
99,skin,2,9.531931,3.943088,11.56743,12.14728,10.04763,4.279703194575,0.6314136509225331
100,skin,2,10.06913,4.05261,10.28765,11.79279,8.126426,6.454517631875,0.8098637915067485
101,skin,2,10.57008,4.055233,11.70164,13.04215,8.226744,3.7563121593,0.5747616760936042
102,skin,2,7.824187,2.938138,13.58909,13.73273,11.4754,2.4840066472625,0.3951527536887458
103,skin,2,7.50283,2.862251,13.49191,13.68692,11.5969,2.2800038479,0.35793557994796554
104,skin,2,6.707076,2.429772,12.03579,11.91272,11.32091,4.2579436065,0.6291999052122026
105,skin,2,6.891655,2.404563,12.6355,12.70451,11.51382,3.075077873025,0.4878561182892624
106,skin,2,5.857409,1.805424,10.11967,10.09971,9.407431,10.4264066451625,1.0181346590435438
107,skin,2,5.313581,1.615504,10.44163,10.50649,9.770816,7.8538912129375,0.8950848814075145
108,skin,1,4.657469,1.222472,7.372851,7.420249,6.920401,75.281549168625,1.8766885475666875
109,skin,1,4.013797,0.822984,6.881348,7.067434,6.861939,80.864517103875,1.9077579974291934
110,skin,1,3.066643,0.550147,7.318428,6.91754,7.204721,70.944508649125,1.8509187851961821
111,skin,1,2.312764,0.221933,6.446523,6.208501,6.853915,106.108288117375,2.02574930796411
112,skin,1,1.89176,-0.0102883,6.550867,6.264835,6.49849,154.13489546,2.187900972203754
113,skin,1,1.196814,-0.156723,5.439361,5.297345,6.278352,165.47533157625,2.2187332599919465
114,skin,1,1.050245,0.0248473,4.620813,4.501276,5.153325,1118.9117997625,3.048795853832966
115,skin,1,0.776845,0.151614,4.29733,4.080509,4.61679,3115.042933075,3.493464036699545
116,skin,1,1.305206,0.526218,5.811685,5.377885,5.780553,740.89767638375,2.869758232742597
117,skin,1,1.157131,0.422995,5.247818,4.804719,5.346735,1622.1158586625,3.210081870208576
118,skin,1,1.973963,0.633661,5.900668,5.401329,6.060099,709.1426573875,2.8507336104779
119,skin,1,2.042902,0.866092,7.257694,6.890456,7.196754,103.04723540375,2.0130363448294313
120,skin,1,3.109708,1.214145,7.380767,7.038609,6.314682,107.032134495625,2.0295141864601947
121,skin,1,3.32694,1.251516,7.406505,7.014472,5.853582,110.24793289775,2.0423704553778195
122,skin,1,2.684196,1.160444,7.128734,6.868403,5.467538,145.10958383125,2.1616960965698993
123,skin,1,2.970721,1.104807,6.426829,6.203746,5.019874,349.1341323275,2.5429923087307404
124,skin,1,3.506297,1.132447,6.123894,5.916945,4.582856,589.1662402075,2.770237853391826
125,skin,1,3.773327,1.116051,5.705897,5.45389,3.235444,1133.2386082225,3.0543213620470953
126,skin,1,3.018752,1.134579,7.424801,7.21995,5.444198,96.054620512125,1.9825182605527925
127,skin,1,2.618028,0.861081,6.441207,6.314335,5.038503,287.5009962125,2.4586393538911864
128,skin,1,3.267836,0.972194,7.736968,7.641283,6.074076,62.12246642375,1.7932486900211146
129,skin,1,3.730613,0.97502,7.414862,7.304851,5.260334,89.45853493275,1.9516217814307317
130,skin,1,2.648589,0.839649,6.808342,6.733847,5.067089,157.66159222,2.19772590817681
131,skin,1,2.360597,0.578241,5.337082,5.348966,4.056326,1039.2656431775,3.0167265702911097
132,skin,1,1.273969,0.440541,3.756654,3.796291,3.033807,13918.946162875,4.143606355032183
133,skin,1,1.126298,0.338487,3.789294,3.872351,3.221364,10316.032625725,4.013512706977912
134,skin,1,1.437614,0.617105,4.135452,4.214072,3.339846,7029.0188556625,3.846894708332871
135,skin,1,-1.027253,-0.450343,1.119478,0.903952,1.592635,2115701.9666,6.325454489744458
136,skin,1,1.40933,0.769134,5.720818,5.756831,4.773515,589.43355682625,2.7704348568780426
137,skin,1,0.911699,0.60833,2.985983,3.025566,2.538029,83637.810337625,4.922402654337709
138,skin,1,0.968287,0.662696,4.177843,4.24286,3.457744,4585.7559946875,3.661410942461074
139,skin,1,1.604116,0.969662,6.170523,6.202658,5.057092,320.1819612425,2.5053968605204373
140,skin,1,0.9299,1.327999,3.392093,3.748061,2.834693,8381.746405625,3.9233345168767584
141,skin,1,1.676535,1.133412,8.249247,8.310963,7.060333,31.497203027375,1.4982719898623307
142,skin,1,2.285441,2.063293,10.11511,10.36751,8.18999,8.4006869594875,0.9243148015995019
143,skin,1,1.386685,2.009348,8.759832,9.103725,7.328325,13.725415652375,1.1375255052386695
144,skin,1,1.281926,1.613335,9.789904,9.950524,8.482852,9.80059759545,0.9912525577836823
145,skin,1,1.38411,2.219393,13.54234,13.7286,11.7015,1.923939628075,0.284191440048335
146,skin,1,1.866878,2.795719,13.31722,13.54395,10.95394,2.186324035575,0.33971452926650547
147,skin,1,0.405809,2.30962,12.4911,12.62226,10.67428,2.4531819476,0.38972976015431415
148,skin,1,1.740383,2.005282,15.60321,15.72722,13.68779,1.09428060687,0.03912870260875632
149,skin,1,0.337131,2.459222,13.11166,13.2683,11.21743,2.000094083775,0.3010504252156222
150,skin,1,1.500868,1.986363,15.18512,15.31775,13.309,1.21609064397875,0.08496594723328703
151,skin,1,0.126372,2.295547,12.84774,12.96482,11.09081,2.18052358015,0.3385607874889938
152,skin,1,1.459046,2.061058,15.20017,15.22708,13.10168,1.22885118616875,0.08949929302569654
153,skin,1,0.404536,2.316183,14.13658,14.05372,12.02851,1.5309785302625,0.18496910039525455
154,skin,1,0.573833,0.896973,7.390588,7.389394,6.490348,56.657420872375,1.753256800922336
155,skin,1,2.293962,1.01376,2.069446,2.435189,1.597077,246271.8240175,5.3914147270088355
156,skin,1,0.741679,0.254796,1.656633,1.884769,1.768899,729601.4545125,5.863085691118225
157,skin,1,-0.870716,-0.352179,0.732862,0.68345,1.317758,11860321.6958625,7.0740964688632495
158,skin,1,-1.309953,-0.88108,-0.0895913,-0.584945,0.558441,6539791.868175,6.815563926926491
159,skin,1,0.89322,0.61531,2.527109,2.488375,1.877239,531556.70164875,5.725549597927467
160,skin,1,3.77897,1.811245,5.643019,5.90028,3.439747,674.83875539125,2.829200015780236
161,skin,1,3.332548,1.799799,5.720295,6.241787,4.076047,296.29449148375,2.4717235774319612
162,skin,1,1.275524,0.786951,3.413002,3.717251,2.978436,13594.62361175,4.133367187973326
163,skin,1,-0.00708491,0.257093,0.989708,0.946437,1.068627,87267316.77675,7.940851622844617
164,skin,1,1.519387,1.257231,2.807515,3.130936,2.088762,35511.606965375,4.550370325368475
165,skin,1,1.62592,0.898441,10.07079,9.981758,10.03704,9.0828903177,0.9582240698081926
166,skin,1,3.005967,0.841246,6.501166,6.32496,4.807574,283.1891469975,2.4520766053404173
167,skin,1,3.272229,0.978772,7.692341,7.612489,5.962409,64.387640577875,1.8088025110871015
168,skin,2,13.46896,5.748658,12.01645,12.60095,8.358242,3.463075513975,0.5394619616462232
169,skin,2,11.49609,4.870068,10.09538,10.02933,7.9796570000000004,11.280475614,1.0523274110109029
170,skin,2,12.08234,5.122561,10.90563,11.19743,7.644812,6.325219355475,0.8010755912265873
171,skin,2,12.08926,5.072511,10.37348,11.43306,8.149182,6.3544885578625,0.8030806020282752
172,skin,2,12.97983,5.422517,11.81268,12.93899,8.231647,3.2490257828,0.5117531577233575
173,skin,2,10.89356,4.508079,9.529148,10.61059,8.026912,11.197808872374999,1.0491330505512442
174,skin,2,12.21106,5.030468,12.14417,13.17768,8.523581,3.004268795575,0.47773878692485755
175,skin,2,11.24073,4.554321,11.28625,11.83703,9.503024,5.153565726525,0.7121078192362177
176,skin,2,12.15564,4.907815,12.63774,13.41388,9.33075,2.712288077325,0.4333358148957139
177,skin,2,10.76791,4.240461,10.60054,11.7794,9.463181,5.633894606,0.750808718322322
178,skin,2,11.85217,4.641511,13.3281,14.43144,9.970607,1.93500246325,0.28668152221033155
179,skin,2,9.995084,3.826062,10.57397,10.94808,9.081363,8.4380508310875,0.9262421372575613
180,skin,2,11.2103,4.274987,13.20094,13.81107,10.00815,2.29114845345,0.36005322992505107
181,skin,2,9.568495,3.538148,10.72431,10.2442,8.862665,11.7795820626875,1.0711298820394957
182,skin,2,10.99522,4.010929,12.68118,13.1365,9.757952,2.8857547762,0.4602594231302892
183,skin,2,9.634234,3.313291,10.69055,10.2345,8.738148,12.2054856883875,1.0865550658170986
184,skin,2,10.90785,3.570457,11.70843,12.46611,9.415575,3.888314678375,0.5897614048014765
185,skin,2,9.850924,2.801892,11.35075,11.6361,10.69079,5.334061002475,0.7270579781492794
186,skin,2,10.21121,2.839687,12.99816,13.67031,11.21548,2.275723276325,0.3571194515404443
187,skin,2,8.423668,2.118514,10.61085,10.52559,10.47985,7.5389806334,0.8773126276711299
188,skin,2,9.001679,2.063294,12.28442,12.72244,11.177,3.00883892915,0.4783989394670075
189,skin,2,7.245296,1.44098,8.766547,8.505848,8.296371,27.012190166375,1.4315597985010025
190,skin,2,7.210244,1.280315,9.812716,10.3273,9.093895,8.4657892466875,0.9276674526402421
191,skin,1,5.760865,1.108179,7.531735,6.443971,5.864158,150.67508361,2.1780414411311657
192,skin,1,5.477734,0.695408,7.444499,7.022582,6.279904,82.9594379345,1.9188658009656996
193,skin,1,3.773959,0.32156,7.053203,5.488747,5.880924,222.67923951875,2.3476797294600558
194,skin,1,2.587716,-0.0760078,6.60424,5.77665,5.931905,301.05797079,2.4786501300460317
195,skin,1,1.622154,-0.125238,6.594859,4.542202,4.945391,630.872703685,2.799941736955139
196,skin,1,1.436337,-0.136908,6.614048,4.40702,4.957645,838.989788375,2.923756674917642
197,skin,1,1.094265,-0.0593517,5.667892,3.793021,4.571851,2691.45556525,3.429987214199625
198,skin,1,1.689159,0.080119,4.325646,3.406729,3.747072,17624.680596,4.246121255215116
199,skin,1,2.162731,0.207951,5.072079,4.031284,5.070841,3430.61512065,3.5353719974633857
200,skin,1,2.649895,0.38283,3.904805,3.995533,4.006222,12474.1588351625,4.096011269681076
201,skin,1,2.650275,0.36668,4.426232,4.078805,5.162966,4986.852555175,3.697826527749039
202,skin,1,3.206172,0.659421,5.369764,5.522763,5.79536,861.70857433125,2.9353604143639567
203,skin,1,3.130278,0.771062,4.75142,4.814008,5.270036,2516.2806700375,3.400759081387767
204,skin,1,3.83359,0.980537,5.037325,5.691693,4.813699,895.77197147375,2.9521974693335804
205,skin,1,3.419346,1.034499,4.695435,5.693683,4.315669,1028.85317469,3.0123534020008877
206,skin,1,3.529512,1.014277,4.425025,5.059189,3.916972,2667.579310275,3.426117340374953
207,skin,1,4.191915,1.26894,5.332532,5.985808,4.876649,727.644766015,2.8619194097911667
208,skin,1,4.707152,1.381367,5.682518,6.588029,4.127114,377.70184944625,2.577149111389173
209,skin,1,3.62038,1.104231,5.419515,6.06215,4.108044,670.9540641775,2.826692787893091
210,skin,1,3.905514,1.048914,6.113815,6.685456,4.613243,250.4487910225,2.3987189395850286
211,skin,1,3.646403,1.140497,6.539541,7.062513,4.986127,162.7150216575,2.2114276483383106
212,skin,1,3.44696,1.022283,6.731122,7.065036,4.870013,143.17795248,2.155876147486789
213,skin,1,2.52765,0.962859,6.282699,6.51881,4.6991,283.015560085,2.4518103135217575
214,skin,1,2.278669,0.871781,6.873813,6.942167,5.149476,125.20688241125,2.0976282019660766
215,skin,1,0.776879,0.640162,4.101615,4.046653,3.090823,8577.0617708375,3.9333385378189667
216,skin,1,0.507263,0.562539,4.128893,3.957731,3.149203,7919.28467395,3.8986859547982733
217,skin,1,0.324647,0.792668,4.207781,4.162689,3.147323,6451.1346281625,3.8096361052420566
218,skin,1,0.604312,0.211113,2.388067,1.798247,2.402016,515328.83767625,5.712084446154531
219,skin,1,-0.354182,-0.157454,2.714175,1.839795,2.705472,102137.170555375,5.009183822687253
220,skin,1,1.112685,1.210967,5.514804,5.651204,4.560176,772.952146055,2.8881526073108565
221,skin,1,2.00211,1.26456,4.431617,4.703418,3.883098,4226.68807025,3.6260001980613663
222,skin,1,-0.128486,0.735252,4.544097,4.522475,3.830022,2890.2836612375,3.46094046783085
223,skin,1,1.306077,1.349265,5.095483,5.408883,4.259166,1175.08180360625,3.070068101176402
224,skin,1,-0.221096,1.315486,4.107334,4.19992,3.327065,4863.3903383625,3.6869391276791723
225,skin,1,1.702501,1.580304,7.090362,7.602644,6.089956,67.64247952725,1.8302195188734502
226,skin,1,1.507235,2.745939,9.816856,10.20194,7.890233,9.8561693553,0.9937081572229856
227,skin,1,0.80995,2.542215,8.934676,9.342176,7.08308,15.108167852,1.1792118012013193
228,skin,1,1.430189,2.259395,10.08188,10.49069,8.501737,8.135420257075,0.9103799925051346
229,skin,1,0.973424,2.697758,13.10552,13.35232,11.20517,2.2049945312625,0.3434075166857328
230,skin,1,1.775249,3.508527,12.64535,12.9598,10.27952,2.712983695225,0.4334471837007448
231,skin,1,0.438284,2.63896,12.48421,12.71114,10.64532,2.6071685794875,0.4161691135519698
232,skin,1,1.874657,2.81671,13.97409,14.20705,11.90998,1.739963577125,0.2405401572370887
233,skin,1,0.524099,2.737036,12.62484,12.86854,10.77925,2.462788808575,0.39142717139939964
234,skin,1,1.760007,2.826789,14.08852,14.30997,11.91899,1.6714423928125,0.2230914129867493
235,skin,1,0.477488,2.712452,12.87525,13.11316,11.03066,2.2577630314625,0.35367835763818617
236,skin,1,2.012663,3.001372,15.0825,15.35537,12.61531,1.24876971414875,0.09648235743298617
237,skin,1,0.714701,2.864361,14.30713,14.55839,12.25211,1.44748943055,0.16061540122809514
238,skin,1,0.611881,1.114896,5.938626,6.020239,5.054348,338.39009929625,2.5294176478542565
239,skin,1,0.132697,1.983938,3.576389,3.910354,1.786805,15397.176879125,4.1874410988746185
240,skin,1,1.072024,2.785503,5.948661,7.178628,3.975127,158.3737527925,2.199683207796989
241,skin,1,0.378621,2.682295,6.464013,7.51675,4.528478,84.88058824925,1.9288083807014604
242,skin,1,-0.167895,-0.104809,1.830802,1.481298,2.07216,578884.14422625,5.76259165430104
243,skin,1,1.090533,-0.248954,1.286043,0.717965,1.748631,5451731.672375,6.7365344722406535
244,skin,1,0.147481,1.781151,3.974088,4.123271,2.628135,8540.7342874625,3.9314952106520207
245,skin,1,3.221557,0.827823,7.911834,7.905203,8.012288,45.282737202625,1.6559326707435311
246,skin,2,13.27599,5.718924,11.78594,12.52203,8.236889,3.5783725620125,0.5536855551254068
247,skin,2,11.23351,4.868696,9.620932,10.14858,8.062952,10.4022391427875,1.017126833787896
248,skin,2,11.80514,5.142388,10.41941,11.11091,7.608215,6.6402633626625,0.8221853044708568
249,skin,2,11.79372,5.102625,10.74378,11.4298,8.160435,6.385314818825,0.8051823143962936
250,skin,2,12.7082,5.496501,11.9739,12.94094,8.214654,3.281056964,0.5160137704458195
251,skin,2,10.54724,4.59395,9.865738,10.67395,8.044144,10.9844354097625,1.0407777394790083
252,skin,2,11.87142,5.136778,12.2041,13.22583,8.516661,2.99186849525,0.4759425006087345
253,skin,2,10.61602,4.67044,11.27551,11.89245,9.512942,5.1008337719375,0.7076411707951393
254,skin,2,11.49596,5.052711,12.54797,13.46392,9.324192,2.70418181615,0.4320358881187487
255,skin,2,10.05166,4.382364,11.15046,11.86627,9.472198,5.4933308737375,0.7398357581895284
256,skin,2,11.10302,4.804155,13.47295,14.51065,9.964058,1.9159177131125,0.2823768525981659
257,skin,2,9.173685,3.980378,10.39321,11.03902,9.080819,8.2381020886625,0.9158271695417476
258,skin,2,10.30212,4.4252,12.98035,13.85933,9.950738,2.3064380724375,0.36294179835042933
259,skin,2,8.700234,3.729802,9.840523,10.37337,8.854246,11.408298599375,1.0572208798257892
260,skin,2,10.01571,4.230781,12.37216,13.10508,9.727986,2.9870503179375,0.4752425385125771
261,skin,2,8.877722,3.646972,9.606826,10.34035,8.441444,12.5823823365,1.0997628778056998
262,skin,2,9.732788,3.827135,11.57264,12.40485,9.207882,4.2343589188625,0.6267876675414313
263,skin,2,8.001787,3.050673,11.88212,12.16874,10.55233,4.5696170192125,0.6598798032618802
264,skin,2,8.000956,3.014066,13.62051,13.99235,11.22128,2.09015775325,0.32017906543186153
265,skin,2,6.403611,2.273623,10.80687,10.62101,10.45306,7.198278977175,0.8572286742007266
266,skin,2,6.770187,2.259323,12.69373,12.84306,11.17955,2.8877618035125,0.4605613676765373
267,skin,2,5.402645,1.610481,8.770173,8.663099,8.329165,23.42991322525,1.3697706801520255
268,skin,2,5.285995,1.446861,10.33933,10.42462,9.118959,8.0484576750875,0.9057126645450402
269,skin,1,4.700385,1.209646,6.368705,6.516472,5.93162,238.764137745,2.37796909654
270,skin,1,4.238118,0.814842,6.925867,7.098574,6.343503,84.375115234125,1.9262143789710569
271,skin,1,3.122847,0.462061,5.905219,5.622957,5.975084,359.23533882125,2.5553790526616322
272,skin,1,2.448303,0.0704947,5.794372,5.539157,5.683016,369.99970834375,2.568201381729833
273,skin,1,1.843729,-0.0471854,5.180268,4.884296,5.176982,812.53659352625,2.9098429290461767
274,skin,1,1.213009,-0.121448,4.760155,4.334007,4.92292,1361.648876825,3.1340651321606154
275,skin,1,0.855528,-0.0504251,4.03284,3.814016,4.58755,2991.7712469125,3.475928383977996
276,skin,1,0.674305,0.109683,3.799914,3.417847,3.7654,19192.306148375,4.283127162715581
277,skin,1,0.971477,0.210729,4.345615,4.004303,5.077912,2502.14529,3.3983125239078773
278,skin,1,1.203265,0.392697,4.57638,4.006763,4.028553,6612.4801268375,3.8203643798156004
279,skin,1,1.660421,0.353521,4.547581,4.086935,5.179368,3509.032153325,3.54518734768182
280,skin,1,1.839144,0.652754,5.935232,5.492714,5.80548,628.48501850375,2.7982949296612776
281,skin,1,2.583112,0.736514,5.083912,4.822429,5.302738,1998.4326924125,3.3006895257229214
282,skin,1,2.763592,0.937473,6.037205,5.649406,4.853868,621.05071625875,2.7931270669913273
283,skin,1,2.218111,0.982616,5.888369,5.618541,4.362146,783.15551890125,2.8938480127527835
284,skin,1,2.67295,0.974685,5.340066,5.117522,4.052927,1653.493032825,3.2184023693059465
285,skin,1,3.744994,1.00043,4.821174,4.611456,3.580838,4623.455317425,3.664966664822047
286,skin,1,3.938407,1.10187,5.350392,5.054461,2.943742,2168.9933218375,3.3362582148571676
287,skin,1,3.405445,1.053253,5.963398,5.744298,3.818915,760.0191805325,2.880824552668044
288,skin,1,3.227193,0.993088,6.912408,6.658809,4.679969,178.7059324025,2.2521389697798795
289,skin,1,3.853239,1.045745,7.147025,7.024217,5.049089,135.53680227625,2.1320572351024305
290,skin,1,3.792766,0.939208,7.224021,7.087306,4.964286,114.58853878975,2.0591411814246743
